EmployeeNumber,Age,DistanceFromHome,EducationField,Education,Gender,JobLevel,JobRole,MaritalStatus,Department
1666,44,17,Life Sciences,2,Male,4,Research Director,Married,Research & Development
1667,36,14,Other,4,Male,2,Sales Executive,Single,Sales
1668,39,3,Life Sciences,3,Male,2,Research Scientist,Married,Research & Development
1669,30,7,Medical,3,Male,2,Sales Executive,Divorced,Sales
1670,34,4,Medical,4,Male,2,Sales Executive,Divorced,Sales
1671,33,4,Medical,3,Male,2,Research Scientist,Divorced,Research & Development
1673,32,7,Life Sciences,4,Female,2,Sales Executive,Married,Sales
1674,50,18,Medical,3,Female,1,Laboratory Technician,Divorced,Research & Development
1675,39,4,Medical,3,Female,1,Laboratory Technician,Single,Research & Development
1676,48,4,Life Sciences,4,Female,4,Manager,Divorced,Sales
1677,50,3,Life Sciences,3,Male,4,Manager,Single,Research & Development
1678,42,25,Life Sciences,2,Male,3,Sales Executive,Single,Sales
1680,21,11,Life Sciences,1,Male,1,Sales Representative,Single,Sales
1681,34,18,Life Sciences,3,Female,2,Sales Executive,Divorced,Sales
1682,37,28,Life Sciences,4,Male,2,Healthcare Representative,Married,Research & Development
1683,45,3,Life Sciences,3,Female,1,Human Resources,Divorced,Human Resources
1684,24,10,Medical,1,Male,1,Laboratory Technician,Single,Research & Development
1687,39,6,Medical,2,Female,1,Laboratory Technician,Married,Research & Development
1689,54,26,Medical,4,Male,3,Healthcare Representative,Married,Research & Development
1691,49,9,Medical,2,Female,1,Sales Representative,Married,Sales
1692,33,4,Life Sciences,4,Male,1,Laboratory Technician,Single,Research & Development
1693,27,9,Medical,3,Male,1,Laboratory Technician,Single,Research & Development
1694,56,24,Technical Degree,3,Male,1,Research Scientist,Divorced,Research & Development
1696,35,7,Medical,2,Male,2,Laboratory Technician,Married,Research & Development
1697,61,3,Medical,4,Male,3,Healthcare Representative,Divorced,Research & Development
1698,34,23,Medical,3,Male,1,Laboratory Technician,Married,Research & Development
1700,38,3,Medical,4,Male,2,Sales Executive,Divorced,Sales
1701,35,21,Life Sciences,3,Female,1,Research Scientist,Married,Research & Development
1702,24,9,Life Sciences,3,Male,1,Sales Representative,Divorced,Sales
1703,45,4,Life Sciences,3,Female,3,Healthcare Representative,Married,Research & Development
1704,36,4,Medical,4,Male,1,Research Scientist,Single,Research & Development
1706,44,4,Medical,3,Male,2,Sales Executive,Married,Sales
1707,25,11,Medical,3,Male,1,Research Scientist,Married,Research & Development
1708,42,8,Marketing,3,Male,3,Sales Executive,Single,Sales
1709,30,11,Medical,4,Female,1,Laboratory Technician,Married,Research & Development
1710,37,4,Life Sciences,4,Female,2,Sales Representative,Single,Sales
1712,46,3,Life Sciences,1,Male,3,Healthcare Representative,Married,Research & Development
1714,25,24,Human Resources,1,Male,1,Human Resources,Married,Human Resources
1716,48,11,Life Sciences,3,Male,4,Sales Executive,Married,Sales
1718,27,19,Medical,4,Male,1,Laboratory Technician,Married,Research & Development
1719,46,30,Technical Degree,2,Female,4,Research Director,Single,Research & Development
1720,33,12,Life Sciences,3,Male,1,Research Scientist,Married,Research & Development
1721,32,4,Life Sciences,4,Male,1,Laboratory Technician,Married,Research & Development
1722,42,6,Human Resources,3,Male,2,Human Resources,Married,Human Resources
1724,41,10,Life Sciences,2,Female,2,Manufacturing Director,Married,Research & Development
1725,25,31,Medical,1,Male,1,Laboratory Technician,Divorced,Research & Development
1727,47,15,Life Sciences,4,Male,2,Healthcare Representative,Single,Research & Development
1728,36,29,Life Sciences,4,Male,2,Manufacturing Director,Married,Research & Development
1729,31,18,Life Sciences,1,Male,1,Research Scientist,Married,Research & Development
1731,48,4,Marketing,4,Male,2,Sales Executive,Married,Sales
1732,47,4,Life Sciences,3,Male,3,Sales Executive,Divorced,Sales
1733,37,15,Marketing,5,Male,2,Sales Executive,Divorced,Sales
1734,33,3,Life Sciences,2,Male,2,Sales Executive,Single,Sales
1735,24,6,Medical,1,Female,1,Laboratory Technician,Single,Research & Development
1736,32,26,Technical Degree,1,Female,2,Manufacturing Director,Single,Research & Development
1737,40,3,Life Sciences,3,Male,2,Laboratory Technician,Married,Research & Development
1739,33,21,Life Sciences,3,Male,3,Sales Executive,Married,Sales
1740,41,9,Medical,4,Male,5,Manager,Single,Sales
1744,46,6,Life Sciences,3,Female,3,Human Resources,Married,Human Resources
1745,31,4,Technical Degree,4,Female,1,Research Scientist,Single,Research & Development
1746,25,12,Medical,3,Male,1,Human Resources,Married,Human Resources
1747,31,10,Human Resources,3,Female,1,Human Resources,Divorced,Human Resources
1749,32,7,Technical Degree,3,Male,2,Sales Executive,Married,Sales
1751,28,10,Medical,3,Female,1,Research Scientist,Single,Research & Development
1752,30,11,Marketing,3,Female,1,Sales Representative,Single,Sales
1753,30,3,Life Sciences,3,Male,2,Healthcare Representative,Single,Research & Development
1754,31,17,Marketing,2,Male,3,Sales Executive,Divorced,Sales
1755,35,4,Medical,4,Male,1,Research Scientist,Married,Research & Development
1756,34,4,Marketing,3,Female,2,Sales Executive,Single,Sales
1757,50,13,Marketing,4,Female,2,Sales Executive,Single,Sales
1758,34,18,Life Sciences,3,Female,3,Sales Executive,Single,Sales
1760,39,4,Medical,2,Female,1,Laboratory Technician,Married,Research & Development
1761,32,18,Marketing,4,Male,3,Sales Executive,Married,Sales
1762,30,6,Technical Degree,3,Female,1,Research Scientist,Divorced,Research & Development
1763,31,18,Life Sciences,3,Male,2,Healthcare Representative,Married,Research & Development
1764,33,7,Technical Degree,4,Male,1,Research Scientist,Single,Research & Development
1766,39,20,Medical,3,Male,2,Healthcare Representative,Married,Research & Development
1767,44,19,Technical Degree,3,Male,1,Research Scientist,Married,Research & Development
1768,43,14,Medical,3,Male,1,Laboratory Technician,Divorced,Research & Development
1770,56,4,Medical,3,Male,5,Research Director,Married,Research & Development
1771,34,6,Technical Degree,3,Male,2,Research Scientist,Divorced,Research & Development
1772,42,11,Life Sciences,4,Male,1,Laboratory Technician,Divorced,Research & Development
1774,35,12,Life Sciences,3,Male,2,Sales Executive,Divorced,Sales
1775,54,3,Medical,4,Female,4,Manufacturing Director,Married,Research & Development
1778,44,4,Life Sciences,3,Male,1,Human Resources,Single,Human Resources
1779,35,5,Life Sciences,2,Female,2,Sales Executive,Single,Sales
1780,22,9,Marketing,1,Male,1,Sales Representative,Single,Sales
1782,39,8,Other,2,Female,1,Laboratory Technician,Married,Research & Development
1783,23,10,Medical,1,Female,1,Laboratory Technician,Married,Research & Development
1784,32,31,Marketing,4,Female,2,Sales Executive,Married,Sales
1786,52,5,Technical Degree,3,Female,3,Manager,Married,Research & Development
1787,38,11,Marketing,2,Male,2,Sales Executive,Married,Sales
1789,47,4,Medical,4,Male,5,Research Director,Divorced,Research & Development
1790,37,12,Life Sciences,3,Male,3,Healthcare Representative,Married,Research & Development
1792,45,3,Medical,2,Male,1,Research Scientist,Divorced,Research & Development
1794,38,10,Other,2,Male,2,Human Resources,Divorced,Human Resources
1797,36,29,Life Sciences,3,Male,2,Sales Executive,Single,Sales
1798,34,10,Life Sciences,4,Male,1,Research Scientist,Married,Research & Development
1799,29,3,Life Sciences,3,Male,1,Research Scientist,Married,Research & Development
1800,40,12,Medical,1,Male,3,Research Director,Single,Research & Development
1801,47,28,Life Sciences,2,Male,2,Sales Executive,Single,Sales
1802,41,4,Life Sciences,2,Female,1,Laboratory Technician,Married,Research & Development
1803,43,15,Medical,3,Male,2,Healthcare Representative,Married,Research & Development
1804,36,4,Medical,2,Male,2,Manufacturing Director,Divorced,Research & Development
1805,39,4,Human Resources,3,Male,1,Human Resources,Divorced,Human Resources
1807,35,11,Life Sciences,4,Male,2,Laboratory Technician,Married,Research & Development
1809,38,12,Medical,4,Male,2,Manufacturing Director,Single,Research & Development
1812,40,22,Life Sciences,3,Male,2,Sales Executive,Divorced,Sales
1813,44,11,Life Sciences,3,Male,1,Research Scientist,Single,Research & Development
1814,42,7,Life Sciences,3,Male,2,Healthcare Representative,Single,Research & Development
1815,42,6,Marketing,1,Female,3,Sales Executive,Divorced,Sales
1816,31,12,Medical,3,Female,3,Manufacturing Director,Single,Research & Development
1818,27,22,Medical,2,Female,1,Human Resources,Married,Human Resources
1821,47,23,Medical,2,Female,2,Healthcare Representative,Married,Research & Development
1822,41,3,Life Sciences,3,Female,2,Healthcare Representative,Divorced,Research & Development
1823,35,10,Technical Degree,2,Male,2,Sales Executive,Married,Sales
1824,59,4,Medical,3,Male,4,Manager,Divorced,Sales
1826,36,25,Medical,4,Male,1,Laboratory Technician,Married,Research & Development
1827,48,6,Life Sciences,3,Female,3,Manufacturing Director,Divorced,Research & Development
1829,41,14,Life Sciences,3,Female,2,Healthcare Representative,Divorced,Research & Development
1830,55,9,Medical,4,Female,2,Research Scientist,Married,Research & Development
1833,32,9,Marketing,4,Female,3,Sales Executive,Married,Sales
1834,29,3,Medical,3,Female,1,Research Scientist,Married,Research & Development
1835,39,4,Marketing,4,Female,2,Sales Representative,Married,Sales
1836,27,12,Medical,3,Male,2,Sales Executive,Single,Sales
1837,59,17,Life Sciences,4,Male,4,Research Director,Married,Research & Development
1839,19,16,Medical,3,Female,1,Research Scientist,Single,Research & Development
1842,32,20,Human Resources,5,Male,1,Human Resources,Married,Human Resources
1844,30,15,Human Resources,3,Male,1,Human Resources,Divorced,Human Resources
1845,46,4,Life Sciences,4,Female,2,Sales Executive,Married,Sales
1847,37,4,Other,4,Female,2,Research Scientist,Married,Research & Development
1849,44,4,Life Sciences,4,Male,2,Sales Executive,Married,Sales
1850,28,7,Life Sciences,2,Female,1,Laboratory Technician,Single,Research & Development
1852,30,22,Medical,1,Male,1,Laboratory Technician,Married,Research & Development
1853,33,12,Marketing,4,Male,2,Sales Executive,Single,Sales
1854,43,12,Technical Degree,4,Male,1,Research Scientist,Married,Research & Development
1856,48,11,Life Sciences,4,Female,1,Laboratory Technician,Single,Research & Development
1857,47,4,Life Sciences,2,Male,3,Manufacturing Director,Divorced,Research & Development
1858,29,3,Life Sciences,2,Male,1,Human Resources,Divorced,Human Resources
1859,30,31,Life Sciences,1,Male,2,Healthcare Representative,Divorced,Research & Development
1860,43,10,Life Sciences,3,Male,1,Laboratory Technician,Single,Research & Development
1862,33,4,Marketing,4,Male,2,Sales Executive,Single,Sales
1863,47,5,Technical Degree,3,Female,4,Sales Executive,Divorced,Sales
1864,28,25,Medical,1,Female,2,Sales Representative,Married,Sales
1865,30,8,Medical,1,Male,1,Human Resources,Married,Human Resources
1866,44,8,Medical,3,Female,5,Manager,Married,Research & Development
1867,49,12,Life Sciences,3,Male,5,Research Director,Married,Research & Development
1868,30,26,Life Sciences,2,Male,1,Research Scientist,Single,Research & Development
1869,47,12,Life Sciences,3,Female,3,Sales Executive,Married,Sales
1870,28,17,Life Sciences,3,Female,1,Research Scientist,Married,Research & Development
1871,40,21,Other,4,Male,2,Research Scientist,Divorced,Research & Development
1873,56,4,Technical Degree,4,Male,1,Research Scientist,Married,Research & Development
1875,29,5,Medical,3,Female,1,Sales Representative,Married,Sales
1876,31,11,Medical,3,Male,1,Sales Representative,Single,Sales
1878,23,9,Life Sciences,1,Male,1,Research Scientist,Single,Research & Development
1880,37,12,Technical Degree,4,Female,2,Sales Executive,Married,Sales
1881,32,22,Life Sciences,3,Male,2,Laboratory Technician,Divorced,Research & Development
1882,35,6,Life Sciences,3,Male,3,Sales Executive,Married,Sales
1883,30,9,Life Sciences,3,Male,1,Laboratory Technician,Single,Research & Development
1885,38,9,Medical,4,Male,2,Research Scientist,Married,Research & Development
1886,36,18,Other,2,Female,2,Manufacturing Director,Married,Research & Development
1888,46,27,Life Sciences,2,Female,2,Manufacturing Director,Married,Research & Development
1890,37,4,Human Resources,1,Male,2,Human Resources,Single,Human Resources
1892,41,3,Life Sciences,4,Male,4,Manager,Divorced,Research & Development
1893,27,3,Life Sciences,2,Female,1,Research Scientist,Married,Research & Development
1898,28,4,Medical,2,Female,2,Sales Executive,Single,Sales
1900,49,24,Medical,3,Female,4,Manager,Divorced,Research & Development
1903,45,3,Life Sciences,4,Male,2,Healthcare Representative,Married,Research & Development
1905,35,18,Technical Degree,4,Male,1,Research Scientist,Married,Research & Development
1907,57,26,Life Sciences,2,Male,1,Laboratory Technician,Single,Research & Development
1908,37,19,Marketing,2,Male,2,Sales Executive,Married,Sales
1909,42,10,Marketing,3,Female,2,Sales Executive,Married,Sales
1911,43,8,Medical,3,Male,3,Research Director,Married,Research & Development
1912,32,12,Medical,2,Female,2,Sales Executive,Divorced,Sales
1915,35,5,Medical,1,Female,2,Sales Executive,Married,Sales
1916,32,6,Medical,3,Female,1,Laboratory Technician,Divorced,Research & Development
1918,27,8,Other,3,Male,1,Laboratory Technician,Married,Research & Development
1922,46,3,Medical,4,Male,2,Healthcare Representative,Single,Research & Development
1924,34,12,Marketing,4,Male,2,Sales Executive,Single,Sales
1927,29,3,Life Sciences,2,Male,2,Sales Executive,Married,Sales
1928,30,26,Technical Degree,3,Male,1,Sales Representative,Single,Sales
1929,40,23,Life Sciences,4,Female,2,Sales Executive,Married,Sales
1931,28,4,Technical Degree,4,Male,1,Research Scientist,Married,Research & Development
1932,35,24,Other,4,Male,2,Research Scientist,Married,Research & Development
1933,29,15,Marketing,2,Female,2,Sales Executive,Single,Sales
1934,48,16,Technical Degree,4,Male,2,Research Scientist,Married,Research & Development
1935,57,13,Marketing,5,Female,2,Sales Executive,Married,Sales
1936,40,11,Medical,2,Male,2,Manufacturing Director,Married,Research & Development
1937,39,10,Medical,3,Female,2,Research Scientist,Divorced,Research & Development
1938,59,23,Life Sciences,3,Female,4,Manager,Married,Sales
1939,33,7,Life Sciences,2,Female,1,Research Scientist,Single,Research & Development
1940,39,11,Life Sciences,2,Male,1,Research Scientist,Divorced,Research & Development
1941,50,4,Life Sciences,1,Male,5,Research Director,Married,Research & Development
1943,43,14,Marketing,4,Male,2,Sales Executive,Divorced,Sales
1944,28,24,Human Resources,3,Female,1,Human Resources,Married,Human Resources
1945,36,20,Medical,4,Male,2,Sales Executive,Married,Sales
1947,29,18,Medical,3,Male,1,Research Scientist,Single,Research & Development
1948,32,5,Medical,2,Male,1,Research Scientist,Divorced,Research & Development
1949,37,11,Life Sciences,4,Male,1,Laboratory Technician,Married,Research & Development
1950,35,3,Marketing,3,Male,3,Sales Executive,Single,Sales
1951,35,15,Medical,4,Male,3,Sales Executive,Divorced,Sales
1952,27,3,Medical,3,Male,1,Laboratory Technician,Single,Research & Development
1954,30,3,Life Sciences,3,Male,2,Healthcare Representative,Married,Research & Development
1955,33,17,Medical,4,Female,2,Healthcare Representative,Divorced,Research & Development
1956,32,3,Life Sciences,3,Male,2,Research Scientist,Married,Research & Development
1960,29,19,Technical Degree,3,Male,1,Laboratory Technician,Divorced,Research & Development
1961,39,3,Life Sciences,3,Male,1,Sales Representative,Single,Sales
1962,36,9,Life Sciences,4,Female,2,Sales Executive,Married,Sales
1965,28,11,Marketing,3,Male,2,Sales Executive,Single,Sales
1966,33,7,Life Sciences,4,Male,2,Manufacturing Director,Single,Research & Development
1967,32,28,Marketing,4,Male,2,Sales Executive,Married,Sales
1968,54,26,Life Sciences,4,Male,3,Sales Executive,Single,Sales
1969,55,11,Life Sciences,2,Female,2,Research Scientist,Married,Research & Development
1970,34,9,Life Sciences,2,Male,2,Healthcare Representative,Divorced,Research & Development
1971,44,13,Life Sciences,3,Male,3,Healthcare Representative,Married,Research & Development
1972,39,3,Other,4,Male,1,Human Resources,Married,Human Resources
1973,56,28,Human Resources,4,Male,5,Manager,Married,Human Resources
1974,32,4,Medical,1,Female,1,Laboratory Technician,Divorced,Research & Development
1975,40,17,Marketing,4,Male,4,Sales Executive,Single,Sales
1976,43,25,Life Sciences,2,Male,2,Research Scientist,Single,Research & Development
1979,32,12,Medical,3,Female,3,Research Director,Married,Research & Development
1980,55,12,Medical,3,Female,2,Manufacturing Director,Single,Research & Development
1981,25,3,Life Sciences,2,Male,2,Healthcare Representative,Single,Research & Development
1982,24,14,Other,2,Male,1,Laboratory Technician,Single,Research & Development
1985,41,13,Technical Degree,3,Female,2,Laboratory Technician,Married,Research & Development
1986,41,4,Marketing,2,Female,2,Sales Executive,Married,Sales
1987,26,4,Human Resources,3,Female,1,Human Resources,Married,Human Resources
1989,31,3,Medical,2,Male,1,Laboratory Technician,Married,Research & Development
1992,26,4,Other,1,Male,1,Laboratory Technician,Divorced,Research & Development
1993,48,27,Medical,3,Male,3,Healthcare Representative,Single,Research & Development
1994,34,3,Medical,2,Male,1,Laboratory Technician,Divorced,Research & Development
1995,39,3,Life Sciences,4,Male,2,Sales Executive,Married,Sales
1996,32,4,Life Sciences,2,Male,1,Sales Representative,Married,Sales
1997,39,8,Life Sciences,4,Male,2,Manufacturing Director,Married,Research & Development
1998,43,20,Life Sciences,4,Male,2,Research Scientist,Divorced,Research & Development
1999,42,3,Life Sciences,3,Male,1,Research Scientist,Married,Research & Development
2000,48,3,Medical,1,Female,3,Research Director,Married,Research & Development
2003,36,13,Medical,4,Male,1,Laboratory Technician,Married,Research & Development
2007,23,3,Life Sciences,2,Male,1,Research Scientist,Single,Research & Development
2008,36,11,Medical,4,Male,2,Research Scientist,Single,Research & Development
2009,34,17,Medical,2,Female,2,Healthcare Representative,Married,Research & Development
2010,33,31,Life Sciences,4,Female,1,Laboratory Technician,Single,Research & Development
2012,41,3,Life Sciences,4,Male,1,Laboratory Technician,Married,Research & Development
2013,33,3,Medical,4,Male,1,Sales Representative,Married,Sales
2014,40,26,Life Sciences,1,Male,2,Research Scientist,Single,Research & Development
2015,39,12,Medical,3,Female,3,Research Director,Married,Research & Development
2016,33,3,Marketing,4,Female,3,Sales Executive,Married,Sales
2017,38,12,Life Sciences,3,Female,3,Research Director,Married,Research & Development
2018,26,10,Other,2,Female,2,Sales Executive,Divorced,Sales
2019,53,31,Life Sciences,4,Male,1,Sales Representative,Divorced,Sales
2020,45,3,Medical,3,Male,1,Research Scientist,Single,Research & Development
2021,22,7,Medical,1,Male,1,Sales Representative,Single,Sales
2022,40,11,Life Sciences,3,Male,5,Manager,Single,Research & Development
2023,24,11,Marketing,3,Male,1,Sales Representative,Married,Sales
2024,37,5,Medical,3,Female,3,Sales Executive,Married,Sales
2025,37,6,Life Sciences,2,Female,2,Manufacturing Director,Divorced,Research & Development
2026,57,3,Life Sciences,4,Male,2,Healthcare Representative,Divorced,Research & Development
2027,30,3,Medical,4,Male,1,Research Scientist,Married,Research & Development
2031,43,4,Life Sciences,3,Male,5,Manager,Married,Research & Development
2032,57,9,Technical Degree,2,Male,1,Laboratory Technician,Married,Research & Development
2034,42,30,Life Sciences,4,Female,4,Manufacturing Director,Married,Research & Development
2035,35,30,Marketing,3,Female,2,Sales Executive,Married,Sales
2036,37,17,Marketing,4,Male,2,Sales Executive,Divorced,Sales
2037,42,5,Life Sciences,3,Male,2,Sales Executive,Divorced,Sales
2038,33,4,Technical Degree,3,Male,1,Research Scientist,Single,Research & Development
2040,36,28,Life Sciences,4,Female,3,Human Resources,Single,Human Resources
2041,39,12,Life Sciences,2,Female,2,Sales Executive,Married,Sales
2044,51,3,Life Sciences,4,Male,2,Sales Executive,Divorced,Sales
2045,37,13,Marketing,4,Female,2,Sales Executive,Married,Sales
2046,46,22,Life Sciences,3,Female,2,Sales Executive,Single,Sales
2048,41,4,Life Sciences,4,Male,1,Research Scientist,Single,Research & Development
2049,36,20,Life Sciences,4,Male,2,Healthcare Representative,Married,Research & Development
2051,41,4,Medical,4,Female,1,Research Scientist,Married,Research & Development
2052,36,3,Life Sciences,4,Female,1,Research Scientist,Married,Research & Development
2053,30,15,Other,2,Male,2,Laboratory Technician,Married,Research & Development
2054,30,30,Medical,4,Female,1,Research Scientist,Single,Research & Development
2055,51,30,Marketing,3,Male,3,Sales Executive,Divorced,Sales
2056,40,26,Marketing,1,Female,4,Sales Executive,Married,Sales
2057,32,7,Medical,3,Male,2,Manufacturing Director,Single,Research & Development
2060,27,7,Other,3,Female,1,Sales Representative,Single,Sales
2061,37,25,Medical,2,Male,2,Laboratory Technician,Married,Research & Development
2062,40,8,Medical,1,Male,3,Healthcare Representative,Married,Research & Development
2064,28,6,Life Sciences,3,Male,2,Manufacturing Director,Married,Research & Development
2065,50,4,Medical,3,Male,2,Sales Executive,Married,Sales
2068,35,10,Medical,3,Male,2,Laboratory Technician,Married,Research & Development
